relative_humidity,dry_bulb_temp_f,precip,wind_speed,station_pressure
51.0,68.0,0.0,6.0,30.06
46.0,73.0,,17.0,29.97
77.0,50.0,0.0,11.0,29.73
34.0,34.0,0.0,7.0,30.07
78.0,68.0,0.0,9.0,29.96
84.0,58.0,0.07,20.0,30.09
89.0,52.0,0.0,5.0,30.3
87.0,43.0,,3.0,29.56
84.0,56.0,,5.0,30.0
76.0,42.0,0.01,11.0,29.36
68.0,66.0,,13.0,30.01
60.0,80.0,0.0,7.0,30.18
72.0,33.0,0.0,6.0,30.12
94.0,64.0,0.0,13.0,29.71
88.0,70.0,,10.0,29.98
46.0,38.0,0.0,18.0,30.02
91.0,67.0,,7.0,30.06
78.0,69.0,0.0,7.0,30.04
16.0,73.0,,14.0,30.18
88.0,52.0,0.01,3.0,30.1
84.0,58.0,0.0,5.0,30.09
45.0,19.0,0.0,16.0,29.98
37.0,26.0,0.0,15.0,29.76
77.0,51.0,0.0,0.0,30.02
24.0,55.0,0.0,11.0,30.05
55.0,38.0,0.0,32.0,29.83
67.0,74.0,0.0,11.0,30.18
57.0,39.0,0.0,18.0,29.57
73.0,70.0,0.0,5.0,30.07
84.0,26.0,0.06,3.0,30.41
100.0,45.0,0.0,8.0,29.8
58.0,75.0,0.0,10.0,29.89
49.0,79.0,0.0,14.0,29.92
48.0,37.0,0.0,22.0,30.23
45.0,42.0,0.0,23.0,29.79
37.0,46.0,,17.0,30.33
70.0,37.0,0.0,17.0,30.15
76.0,65.0,0.0,8.0,30.39
94.0,50.0,,11.0,29.59
67.0,41.0,,21.0,30.17
39.0,76.0,0.0,11.0,29.89
18.0,58.0,0.0,8.0,29.87
74.0,82.0,,15.0,30.03
79.0,75.0,0.0,9.0,29.99
93.0,63.0,0.59,26.0,29.81
73.0,70.0,0.0,11.0,29.94
58.0,43.0,0.0,7.0,30.08
36.0,38.0,0.0,10.0,30.41
54.0,34.0,0.0,11.0,30.03
59.0,67.0,0.0,8.0,30.1
88.0,52.0,,7.0,29.74
88.0,26.0,0.08,16.0,29.61
37.0,96.0,,21.0,29.72
62.0,42.0,0.0,11.0,30.45
96.0,77.0,,5.0,30.21
46.0,82.0,,9.0,30.02
85.0,32.0,0.03,18.0,30.03
78.0,66.0,0.0,20.0,29.87
76.0,43.0,0.0,9.0,29.74
80.0,48.0,0.0,10.0,29.73
65.0,61.0,0.0,5.0,29.97
44.0,49.0,0.0,13.0,30.1
68.0,42.0,0.0,0.0,29.92
34.0,46.0,,14.0,30.32
65.0,43.0,,15.0,29.65
74.0,73.0,,8.0,30.02
88.0,75.0,0.0,14.0,30.17
82.0,72.0,,26.0,29.91
90.0,60.0,0.0,7.0,29.87
27.0,44.0,0.0,8.0,29.87
97.0,52.0,0.0,7.0,30.11
90.0,54.0,0.0,9.0,29.92
52.0,21.0,0.0,20.0,30.18
82.0,70.0,,5.0,29.67
71.0,70.0,,6.0,30.1
47.0,28.0,,23.0,30.1
46.0,93.0,0.0,17.0,29.77
62.0,77.0,,10.0,30.11
87.0,73.0,0.0,3.0,29.99
25.0,43.0,0.0,18.0,30.18
87.0,41.0,0.01,5.0,30.22
40.0,44.0,0.0,18.0,29.9
,,,,
77.0,54.0,,0.0,30.1
56.0,61.0,0.0,11.0,30.0
88.0,72.0,,14.0,29.84
68.0,45.0,0.0,3.0,30.49
52.0,75.0,0.0,15.0,30.14
77.0,46.0,0.04,17.0,29.75
94.0,57.0,,5.0,29.84
76.0,69.0,0.0,14.0,30.11
65.0,62.0,0.0,10.0,30.16
77.0,55.0,,11.0,30.19
40.0,40.0,0.0,13.0,30.24
51.0,30.0,0.0,14.0,30.43
66.0,73.0,0.0,8.0,29.96
100.0,46.0,0.0,16.0,29.73
73.0,72.0,0.0,7.0,30.17
79.0,72.0,0.0,8.0,29.56
42.0,26.0,,3.0,30.28
75.0,34.0,0.0,6.0,29.65
55.0,52.0,0.0,9.0,29.96
54.0,64.0,0.0,23.0,29.94
94.0,54.0,,9.0,29.64
93.0,60.0,0.04,16.0,29.97
75.0,54.0,0.0,22.0,29.95
93.0,35.0,0.1,6.0,29.5
38.0,31.0,,28.0,29.98
46.0,58.0,0.0,9.0,29.84
51.0,58.0,0.0,7.0,30.36
94.0,73.0,0.03,22.0,29.67
61.0,86.0,0.0,10.0,29.86
,,,,
71.0,67.0,0.0,7.0,29.88
31.0,80.0,0.0,9.0,29.79
55.0,75.0,0.0,10.0,30.08
42.0,33.0,0.0,18.0,30.15
51.0,19.0,0.0,0.0,30.4
51.0,80.0,0.0,9.0,30.11
96.0,53.0,0.0,5.0,30.01
69.0,79.0,0.0,3.0,30.02
57.0,50.0,,20.0,29.94
90.0,70.0,0.2,5.0,29.85
,,,,
87.0,48.0,,3.0,30.19
88.0,61.0,,10.0,30.03
30.0,48.0,0.0,9.0,30.11
83.0,50.0,0.0,15.0,29.28
82.0,78.0,0.0,10.0,30.09
84.0,56.0,0.01,10.0,30.16
25.0,53.0,0.0,16.0,29.55
36.0,37.0,0.0,10.0,30.02
87.0,48.0,,16.0,29.91
62.0,79.0,0.0,13.0,29.92
82.0,39.0,,11.0,30.48
74.0,50.0,,6.0,30.25
90.0,60.0,0.01,10.0,30.04
90.0,47.0,0.0,0.0,29.99
40.0,75.0,0.0,9.0,29.95
77.0,45.0,0.0,3.0,29.77
90.0,57.0,0.0,7.0,30.46
28.0,85.0,,23.0,29.73
87.0,71.0,0.0,3.0,29.87
67.0,41.0,,15.0,30.42
87.0,63.0,0.0,0.0,29.92
61.0,32.0,0.0,11.0,30.26
59.0,55.0,0.0,16.0,30.29
47.0,31.0,,0.0,30.33
87.0,58.0,0.0,8.0,30.02
90.0,55.0,0.04,15.0,30.1
100.0,64.0,0.06,8.0,29.8
87.0,65.0,,3.0,29.84
50.0,46.0,0.0,3.0,29.88
42.0,37.0,0.0,10.0,30.22
61.0,50.0,0.0,11.0,30.2
90.0,60.0,0.0,9.0,29.75
77.0,46.0,0.0,18.0,29.97
27.0,73.0,0.0,15.0,29.62
76.0,74.0,0.0,10.0,29.81
61.0,33.0,0.0,6.0,30.37
77.0,50.0,0.0,22.0,29.26
58.0,82.0,0.0,10.0,29.85
75.0,33.0,,9.0,30.6
67.0,84.0,0.0,8.0,29.83
,,,,
87.0,56.0,0.0,5.0,30.29
84.0,58.0,0.0,16.0,29.54
84.0,63.0,0.0,5.0,30.08
85.0,77.0,0.0,3.0,29.83
46.0,38.0,0.0,16.0,30.04
63.0,86.0,0.0,15.0,30.03
54.0,30.0,,21.0,30.2
89.0,75.0,,6.0,29.93
76.0,68.0,,6.0,30.22
90.0,71.0,0.0,15.0,29.76
88.0,59.0,,8.0,29.68
96.0,44.0,,13.0,30.0
71.0,73.0,0.01,18.0,29.92
43.0,85.0,,11.0,30.16
71.0,74.0,0.0,13.0,30.01
79.0,46.0,0.0,10.0,29.82
57.0,38.0,0.0,16.0,29.96
100.0,42.0,0.0,0.0,30.37
93.0,41.0,0.02,5.0,29.42
26.0,90.0,,20.0,29.82
82.0,35.0,0.07,18.0,29.94
67.0,62.0,0.0,20.0,29.48
52.0,33.0,,0.0,30.43
94.0,55.0,,5.0,30.15
72.0,79.0,0.0,9.0,30.02
79.0,36.0,0.0,25.0,29.89
81.0,64.0,0.0,3.0,30.23
69.0,78.0,0.0,7.0,29.91
88.0,76.0,,5.0,29.56
50.0,51.0,0.0,3.0,30.11
73.0,72.0,0.0,9.0,30.02
59.0,73.0,0.0,10.0,29.97
73.0,46.0,0.0,20.0,30.36
52.0,34.0,0.0,5.0,30.4
63.0,50.0,0.0,11.0,30.22
54.0,78.0,0.0,7.0,30.01
93.0,55.0,0.0,8.0,29.78
71.0,47.0,0.0,3.0,29.98
74.0,47.0,0.0,10.0,30.32
50.0,34.0,0.0,16.0,30.16
75.0,66.0,0.0,14.0,30.11
47.0,56.0,0.0,11.0,29.83
78.0,66.0,0.0,0.0,30.12
50.0,79.0,0.0,9.0,29.82
74.0,77.0,0.0,14.0,29.85
82.0,54.0,,8.0,30.13
54.0,66.0,0.0,15.0,30.21
64.0,74.0,0.0,9.0,29.79
67.0,37.0,0.0,11.0,30.32
87.0,71.0,0.05,7.0,29.97
55.0,32.0,,7.0,30.3
59.0,71.0,0.0,11.0,30.28
58.0,63.0,0.0,17.0,30.11
76.0,44.0,0.0,21.0,29.8
,,,,
37.0,47.0,0.0,5.0,30.3
38.0,58.0,0.0,7.0,29.95
75.0,26.0,,23.0,30.05
89.0,35.0,,5.0,29.77
52.0,48.0,0.0,9.0,30.41
83.0,70.0,0.03,10.0,29.96
34.0,80.0,,13.0,29.86
90.0,70.0,,0.0,30.04
72.0,55.0,,13.0,29.69
53.0,84.0,0.0,11.0,29.93
79.0,40.0,0.0,5.0,30.37
58.0,44.0,0.0,7.0,30.14
82.0,41.0,0.0,7.0,29.91
96.0,57.0,0.0,21.0,29.63
76.0,70.0,0.0,5.0,30.16
59.0,87.0,0.0,13.0,29.94
89.0,75.0,0.33,33.0,29.24
46.0,74.0,,7.0,30.05
61.0,72.0,0.0,9.0,30.01
54.0,50.0,0.0,8.0,29.91
69.0,80.0,0.0,13.0,29.82
45.0,27.0,0.0,13.0,30.07
39.0,27.0,0.0,10.0,30.67
53.0,39.0,0.0,0.0,30.22
49.0,42.0,0.0,24.0,29.66
41.0,62.0,0.0,10.0,30.12
60.0,82.0,0.0,9.0,29.95
57.0,84.0,0.0,11.0,29.87
64.0,55.0,0.0,10.0,30.41
51.0,56.0,0.0,11.0,29.8
29.0,32.0,0.0,3.0,30.13
94.0,73.0,0.0,5.0,30.02
,,,,
86.0,45.0,,11.0,29.84
,,,,
82.0,39.0,0.0,10.0,30.08
77.0,63.0,0.0,5.0,29.83
96.0,77.0,,6.0,29.93
84.0,69.0,0.0,10.0,30.01
94.0,79.0,,18.0,29.85
44.0,72.0,0.0,5.0,30.26
37.0,28.0,0.0,23.0,30.17
56.0,45.0,0.0,17.0,29.83
62.0,73.0,0.0,15.0,29.99
83.0,63.0,,5.0,30.16
94.0,63.0,0.02,11.0,30.07
67.0,57.0,0.06,15.0,29.6
74.0,75.0,0.0,9.0,29.88
82.0,76.0,0.0,22.0,29.75
83.0,48.0,0.0,3.0,30.09
78.0,65.0,0.0,0.0,29.97
79.0,81.0,,8.0,29.77
47.0,79.0,0.0,8.0,30.05
100.0,39.0,0.0,0.0,30.0
62.0,74.0,0.0,22.0,29.99
90.0,71.0,0.0,6.0,30.0
93.0,64.0,0.0,5.0,30.17
96.0,68.0,1.19,22.0,29.69
66.0,26.0,,6.0,29.73
40.0,55.0,0.0,16.0,30.13
47.0,71.0,0.0,7.0,30.29
,,,,
58.0,76.0,0.0,10.0,30.21
27.0,72.0,0.0,16.0,30.05
50.0,61.0,0.0,16.0,29.77
48.0,25.0,,17.0,29.99
71.0,70.0,0.0,7.0,29.96
62.0,59.0,,9.0,30.1
85.0,79.0,0.21,5.0,29.89
,,,,
87.0,59.0,0.0,5.0,29.94
,,,,
59.0,72.0,0.0,6.0,30.15
38.0,11.0,,17.0,30.29
50.0,47.0,0.0,15.0,29.93
55.0,56.0,0.0,7.0,30.11
40.0,74.0,,10.0,29.86
59.0,52.0,0.0,3.0,29.77
58.0,42.0,,8.0,30.13
75.0,37.0,,5.0,30.23
96.0,55.0,0.08,21.0,29.9
39.0,36.0,,13.0,30.09
43.0,76.0,,11.0,29.98
89.0,53.0,0.0,3.0,29.94
51.0,15.0,0.0,5.0,30.6
61.0,71.0,0.0,7.0,29.92
39.0,77.0,0.0,15.0,29.47
46.0,70.0,0.0,10.0,30.16
34.0,54.0,0.0,13.0,29.97
61.0,33.0,0.0,0.0,30.13
60.0,59.0,0.0,5.0,30.41
96.0,44.0,0.0,7.0,29.92
89.0,36.0,0.01,14.0,29.87
62.0,73.0,0.0,6.0,29.9
100.0,50.0,,9.0,30.3
91.0,74.0,,8.0,29.69
40.0,36.0,0.0,6.0,30.44
83.0,63.0,0.0,23.0,30.05
80.0,60.0,0.0,16.0,30.01
39.0,67.0,0.0,10.0,30.08
50.0,46.0,0.0,18.0,30.12
67.0,57.0,0.0,18.0,29.85
69.0,73.0,,14.0,30.13
87.0,39.0,,14.0,30.4
42.0,88.0,0.0,15.0,29.94
82.0,74.0,0.0,8.0,30.08
84.0,61.0,0.0,0.0,29.91
69.0,80.0,0.0,8.0,29.91
90.0,62.0,0.0,3.0,30.15
78.0,61.0,0.0,18.0,29.88
83.0,75.0,,5.0,29.99
79.0,83.0,0.0,7.0,29.96
,,,,
32.0,52.0,0.0,8.0,29.81
87.0,72.0,0.0,11.0,29.72
73.0,67.0,0.0,3.0,30.22
43.0,63.0,0.0,20.0,29.87
100.0,64.0,0.0,0.0,30.09
89.0,38.0,,15.0,29.88
87.0,32.0,0.0,0.0,30.32
79.0,81.0,0.54,10.0,29.84
56.0,34.0,0.0,16.0,29.49
57.0,36.0,0.0,6.0,29.97
58.0,61.0,0.0,13.0,29.81
67.0,37.0,0.0,10.0,30.5
52.0,76.0,0.0,9.0,30.01
100.0,55.0,0.16,21.0,29.54
69.0,73.0,,17.0,29.82
55.0,72.0,0.0,8.0,29.92
86.0,45.0,,3.0,30.22
62.0,58.0,0.0,17.0,30.27
100.0,40.0,0.03,9.0,30.0
96.0,55.0,0.07,21.0,29.92
,,,,
53.0,81.0,,7.0,30.03
35.0,50.0,0.0,20.0,30.09
87.0,61.0,0.0,15.0,30.18
93.0,52.0,,33.0,29.45
80.0,51.0,,16.0,30.27
86.0,36.0,,22.0,29.94
75.0,64.0,0.0,8.0,30.09
74.0,82.0,0.0,13.0,29.84
70.0,34.0,0.0,11.0,30.35
85.0,74.0,,9.0,29.92
67.0,83.0,0.0,15.0,29.78
74.0,55.0,0.0,3.0,29.77
35.0,17.0,0.0,23.0,30.49
83.0,46.0,0.01,8.0,29.92
89.0,46.0,0.11,21.0,30.04
100.0,57.0,0.04,10.0,29.79
66.0,51.0,0.0,8.0,29.8
42.0,25.0,0.0,10.0,30.32
71.0,45.0,,20.0,29.8
50.0,66.0,0.0,9.0,30.14
27.0,46.0,,16.0,29.89
29.0,43.0,,14.0,30.17
71.0,73.0,0.0,8.0,29.83
97.0,47.0,0.0,7.0,30.46
17.0,62.0,,29.0,29.6
57.0,67.0,0.0,11.0,30.21
75.0,29.0,,5.0,30.02
37.0,38.0,0.0,14.0,29.99
60.0,41.0,0.0,14.0,30.25
40.0,26.0,0.0,25.0,29.83
72.0,60.0,,15.0,30.26
93.0,58.0,0.01,6.0,29.9
,,,,
55.0,44.0,0.0,0.0,30.35
63.0,86.0,0.0,11.0,29.71
49.0,30.0,,16.0,30.0
90.0,71.0,0.0,7.0,29.84
,,,,
60.0,57.0,0.0,8.0,29.84
89.0,46.0,0.0,7.0,29.99
37.0,62.0,0.0,17.0,29.97
64.0,76.0,,24.0,30.04
59.0,50.0,0.0,10.0,30.04
33.0,48.0,,13.0,30.46
73.0,32.0,0.0,0.0,30.45
,,,,
80.0,54.0,0.0,6.0,29.94
58.0,75.0,0.0,6.0,30.17
48.0,78.0,0.0,13.0,29.92
70.0,60.0,0.0,5.0,30.47
54.0,74.0,,18.0,29.96
75.0,54.0,,7.0,30.32
78.0,66.0,0.0,23.0,29.98
66.0,72.0,,13.0,29.92
19.0,52.0,0.0,10.0,30.05
38.0,84.0,0.0,10.0,30.05
45.0,42.0,0.0,8.0,30.36
96.0,68.0,0.0,3.0,29.78
70.0,56.0,0.0,0.0,29.87
80.0,85.0,0.0,24.0,30.07
49.0,29.0,0.0,10.0,30.15
87.0,73.0,0.0,7.0,29.97
91.0,67.0,0.16,9.0,29.66
72.0,57.0,0.0,10.0,30.08
62.0,73.0,0.0,16.0,30.23
25.0,57.0,0.0,14.0,30.17
88.0,72.0,,20.0,29.69
43.0,39.0,,18.0,30.11
53.0,84.0,0.0,9.0,30.04
72.0,27.0,0.0,11.0,29.6
31.0,59.0,0.0,7.0,29.85
75.0,39.0,0.01,6.0,30.1
65.0,42.0,0.0,16.0,30.11
88.0,74.0,0.0,13.0,29.87
64.0,31.0,0.0,17.0,30.33
93.0,47.0,,3.0,29.97
76.0,75.0,0.0,0.0,29.87
64.0,31.0,0.0,18.0,29.72
72.0,59.0,0.0,11.0,29.98
70.0,38.0,0.0,23.0,29.99
49.0,14.0,,6.0,30.12
85.0,77.0,0.0,10.0,29.77
71.0,44.0,0.0,9.0,30.04
56.0,34.0,,14.0,30.15
76.0,36.0,0.0,0.0,30.61
32.0,48.0,,11.0,29.77
86.0,41.0,,9.0,30.14
60.0,62.0,0.0,9.0,30.19
59.0,36.0,0.0,9.0,30.32
93.0,56.0,0.0,0.0,30.03
96.0,46.0,0.0,5.0,30.19
64.0,80.0,0.0,21.0,30.07
44.0,25.0,0.0,11.0,30.39
80.0,55.0,0.0,16.0,29.87
83.0,72.0,,8.0,29.65
37.0,96.0,0.0,21.0,29.73
47.0,71.0,0.0,7.0,30.3
29.0,33.0,0.0,3.0,30.11
63.0,68.0,0.0,8.0,30.14
46.0,37.0,0.0,13.0,29.84
39.0,29.0,0.0,21.0,30.25
81.0,59.0,0.0,10.0,30.02
42.0,54.0,0.0,21.0,30.16
82.0,75.0,0.0,0.0,29.98
,,,,
53.0,86.0,0.0,16.0,29.87
67.0,86.0,0.0,13.0,30.02
55.0,38.0,0.0,0.0,30.02
52.0,53.0,0.0,15.0,29.8
90.0,45.0,0.0,7.0,30.0
41.0,29.0,0.0,14.0,29.83
87.0,45.0,,7.0,29.48
87.0,36.0,0.06,7.0,29.96
26.0,62.0,0.0,8.0,30.35
45.0,63.0,0.0,5.0,30.31
100.0,54.0,0.0,21.0,29.86
30.0,85.0,,,30.31
90.0,65.0,0.0,7.0,29.99
44.0,70.0,0.0,15.0,29.76
59.0,37.0,0.0,13.0,29.5
65.0,37.0,0.0,5.0,30.01
57.0,39.0,0.0,5.0,30.39
33.0,68.0,,10.0,30.21
93.0,52.0,0.02,0.0,29.88
41.0,62.0,0.0,13.0,30.11
47.0,70.0,,9.0,30.09
81.0,37.0,0.0,7.0,29.98
97.0,74.0,0.0,6.0,29.59
68.0,50.0,,10.0,30.23
78.0,65.0,0.0,5.0,30.35
,,,,
31.0,18.0,0.0,13.0,30.21
68.0,68.0,0.0,10.0,30.04
93.0,46.0,0.0,11.0,29.6
50.0,24.0,0.0,10.0,30.21
100.0,57.0,0.02,16.0,29.54
71.0,21.0,0.0,28.0,29.76
52.0,38.0,0.0,0.0,29.97
43.0,38.0,,16.0,30.06
48.0,87.0,0.0,7.0,29.89
90.0,59.0,,14.0,29.87
83.0,61.0,0.0,14.0,29.96
84.0,75.0,0.36,5.0,29.83
54.0,13.0,0.0,11.0,30.17
86.0,41.0,,7.0,30.09
56.0,77.0,0.0,9.0,30.05
,,,,
37.0,78.0,0.0,14.0,29.86
30.0,48.0,0.0,18.0,30.2
87.0,43.0,0.0,0.0,29.71
26.0,20.0,0.0,14.0,30.4
79.0,76.0,,14.0,29.8
86.0,52.0,0.02,18.0,29.88
56.0,74.0,0.0,6.0,30.23
75.0,61.0,0.0,6.0,29.96
75.0,63.0,0.01,15.0,29.82
29.0,28.0,0.0,6.0,30.45
67.0,61.0,0.0,11.0,30.28
96.0,73.0,0.0,5.0,30.06
82.0,72.0,0.0,10.0,30.11
63.0,63.0,,13.0,29.87
76.0,65.0,0.0,11.0,30.16
77.0,77.0,0.0,9.0,29.95
91.0,67.0,0.0,16.0,30.1
84.0,61.0,0.0,5.0,30.02
64.0,53.0,0.0,9.0,29.96
86.0,48.0,0.02,5.0,29.72
56.0,64.0,0.0,14.0,29.63
94.0,68.0,,6.0,30.05
79.0,71.0,0.0,6.0,29.67
71.0,75.0,0.0,7.0,30.09
64.0,76.0,,21.0,29.93
44.0,62.0,,10.0,30.08
75.0,34.0,0.0,3.0,30.13
64.0,34.0,0.0,7.0,30.2
87.0,67.0,0.0,11.0,30.17
61.0,46.0,0.0,10.0,30.07
58.0,75.0,0.0,14.0,30.05
31.0,69.0,,8.0,30.06
68.0,42.0,0.0,18.0,30.05
62.0,82.0,0.0,17.0,30.08
39.0,50.0,0.0,21.0,29.99
36.0,48.0,0.0,22.0,30.01
47.0,40.0,0.0,10.0,29.98
89.0,43.0,0.05,9.0,29.76
50.0,49.0,0.0,10.0,30.07
57.0,23.0,,7.0,29.81
53.0,39.0,0.0,14.0,30.19
70.0,39.0,,6.0,30.38
79.0,44.0,0.02,23.0,29.66
45.0,89.0,0.0,14.0,29.83
43.0,31.0,0.0,9.0,30.24
50.0,77.0,0.0,7.0,29.96
45.0,44.0,0.0,21.0,29.92
90.0,69.0,0.0,5.0,30.23
61.0,32.0,,3.0,29.86
52.0,38.0,0.0,21.0,29.82
44.0,82.0,0.0,9.0,29.82
85.0,76.0,,14.0,29.89
79.0,80.0,0.0,14.0,29.74
93.0,65.0,0.0,6.0,30.07
93.0,45.0,0.0,10.0,29.75
43.0,78.0,0.0,10.0,30.07
78.0,64.0,0.0,9.0,30.22
46.0,25.0,0.0,20.0,30.26
70.0,63.0,0.0,8.0,30.08
42.0,35.0,0.0,13.0,29.78
97.0,58.0,,24.0,29.96
48.0,74.0,0.0,16.0,29.61
63.0,68.0,0.0,6.0,30.17
69.0,75.0,,15.0,30.13
55.0,68.0,0.0,13.0,30.15
89.0,52.0,0.0,9.0,30.03
51.0,55.0,0.0,11.0,29.61
36.0,31.0,,14.0,30.04
25.0,45.0,0.0,3.0,29.91
61.0,84.0,0.0,16.0,29.79
89.0,73.0,,17.0,29.69
79.0,79.0,0.0,14.0,30.05
66.0,49.0,0.0,15.0,29.78
89.0,42.0,0.0,21.0,29.83
46.0,34.0,,21.0,29.74
90.0,64.0,0.0,8.0,30.01
93.0,52.0,0.04,5.0,30.19
87.0,71.0,,5.0,29.91
100.0,44.0,0.01,10.0,30.35
89.0,75.0,0.0,13.0,29.76
93.0,27.0,0.0,9.0,30.19
48.0,78.0,,8.0,29.94
64.0,78.0,,9.0,29.78
83.0,66.0,,3.0,29.85
83.0,54.0,0.03,7.0,30.14
33.0,30.0,0.0,21.0,29.94
58.0,75.0,0.0,13.0,29.94
63.0,28.0,0.0,7.0,29.81
94.0,71.0,0.0,8.0,29.85
73.0,71.0,0.0,11.0,30.19
67.0,81.0,0.0,8.0,29.82
58.0,57.0,0.0,13.0,29.97
,,,,
70.0,62.0,0.0,7.0,30.38
46.0,26.0,,18.0,30.16
100.0,76.0,0.0,11.0,29.91
67.0,56.0,0.0,9.0,30.15
94.0,73.0,,6.0,29.84
84.0,67.0,,5.0,29.76
88.0,75.0,,10.0,29.88
42.0,26.0,0.0,3.0,30.7
39.0,37.0,,22.0,29.62
65.0,44.0,,21.0,29.61
100.0,57.0,0.0,0.0,30.09
45.0,68.0,,11.0,30.14
97.0,58.0,0.0,6.0,30.2
61.0,81.0,0.0,17.0,29.74
46.0,61.0,0.0,17.0,29.96
79.0,80.0,,14.0,29.73
63.0,48.0,,9.0,30.15
93.0,56.0,,3.0,29.7
71.0,73.0,0.0,9.0,29.91
96.0,53.0,0.25,14.0,29.24
53.0,67.0,0.0,20.0,30.03
54.0,30.0,0.0,21.0,30.21
91.0,72.0,0.0,8.0,30.03
43.0,44.0,0.0,23.0,30.22
63.0,67.0,0.0,7.0,29.9
77.0,40.0,0.0,0.0,30.29
89.0,50.0,0.0,5.0,30.09
90.0,77.0,,8.0,29.78
100.0,73.0,,7.0,29.85
91.0,72.0,0.0,10.0,30.16
74.0,75.0,0.0,5.0,29.9
93.0,50.0,0.0,8.0,29.86
78.0,28.0,0.0,11.0,29.68
87.0,54.0,,,29.54
58.0,77.0,0.0,10.0,29.76
,,,,
55.0,67.0,,15.0,29.84
83.0,50.0,0.0,20.0,29.4
57.0,38.0,0.0,7.0,30.26
55.0,20.0,,8.0,30.26
58.0,48.0,0.0,5.0,30.26
87.0,34.0,0.01,13.0,29.65
94.0,59.0,0.02,24.0,29.82
93.0,62.0,0.16,14.0,29.89
77.0,54.0,0.01,16.0,30.14
100.0,63.0,0.27,11.0,29.98
56.0,49.0,0.0,17.0,30.04
66.0,77.0,0.0,8.0,29.98
64.0,55.0,0.0,11.0,30.15
49.0,55.0,0.0,3.0,30.31
90.0,54.0,0.0,20.0,29.64
41.0,30.0,,14.0,29.74
93.0,57.0,,8.0,29.94
67.0,78.0,0.0,5.0,30.06
68.0,44.0,0.0,18.0,29.91
33.0,42.0,0.0,24.0,30.08
91.0,72.0,0.02,16.0,30.0
53.0,44.0,0.0,11.0,29.75
88.0,75.0,0.0,3.0,29.54
50.0,76.0,0.0,9.0,30.09
92.0,51.0,0.0,11.0,29.79
77.0,54.0,,20.0,29.89
68.0,70.0,0.0,10.0,29.98
56.0,76.0,0.0,8.0,30.02
79.0,74.0,0.0,14.0,29.89
87.0,61.0,0.0,5.0,30.15
75.0,64.0,0.0,10.0,29.59
55.0,44.0,0.0,21.0,30.21
,,,,
52.0,77.0,0.0,3.0,29.84
84.0,58.0,0.0,8.0,29.87
76.0,70.0,,11.0,29.88
65.0,66.0,0.0,8.0,29.69
65.0,66.0,0.0,15.0,29.94
33.0,76.0,0.0,10.0,30.2
86.0,37.0,0.0,3.0,30.59
100.0,48.0,,16.0,30.31
77.0,49.0,,17.0,29.73
41.0,28.0,0.0,17.0,30.13
73.0,65.0,,0.0,30.32
57.0,41.0,,20.0,29.67
94.0,73.0,0.0,6.0,30.18
43.0,42.0,0.0,23.0,30.11
84.0,61.0,0.0,17.0,30.02
42.0,78.0,,10.0,29.91
80.0,54.0,0.0,17.0,29.64
84.0,67.0,0.0,0.0,30.1
100.0,55.0,,10.0,29.97
44.0,81.0,0.0,10.0,29.78
39.0,39.0,,14.0,30.5
87.0,63.0,0.0,5.0,30.02
31.0,46.0,0.0,13.0,30.13
86.0,38.0,0.0,7.0,30.19
87.0,71.0,0.0,6.0,29.93
55.0,42.0,0.0,13.0,30.14
69.0,59.0,,8.0,30.14
71.0,74.0,,11.0,29.91
97.0,49.0,0.0,3.0,30.15
78.0,73.0,,14.0,29.73
52.0,62.0,0.0,9.0,30.17
30.0,63.0,0.0,9.0,29.91
67.0,34.0,0.0,6.0,30.24
74.0,75.0,0.0,17.0,30.02
45.0,86.0,,10.0,29.97
90.0,58.0,0.0,6.0,30.07
58.0,75.0,0.0,15.0,29.98
42.0,91.0,0.0,14.0,29.96
96.0,53.0,0.01,15.0,30.08
30.0,30.0,0.0,11.0,30.42
41.0,29.0,0.0,14.0,29.95
100.0,47.0,0.0,5.0,29.78
71.0,50.0,0.0,7.0,29.98
51.0,42.0,0.0,22.0,29.65
53.0,42.0,0.0,17.0,30.26
50.0,7.0,0.0,5.0,30.33
78.0,65.0,,14.0,30.05
30.0,54.0,0.0,23.0,29.91
94.0,72.0,,5.0,30.02
93.0,48.0,,15.0,30.2
23.0,70.0,0.0,30.0,29.53
92.0,42.0,,17.0,29.75
32.0,58.0,,14.0,29.85
43.0,73.0,0.0,16.0,30.02
43.0,43.0,,10.0,30.03
65.0,38.0,0.0,15.0,29.66
97.0,58.0,,7.0,29.77
53.0,25.0,0.0,29.0,29.88
56.0,17.0,0.0,16.0,29.86
70.0,36.0,0.0,15.0,30.24
56.0,51.0,0.0,13.0,29.93
82.0,77.0,0.0,15.0,29.78
82.0,72.0,0.0,0.0,29.73
92.0,32.0,0.03,9.0,29.59
66.0,49.0,,6.0,30.18
45.0,40.0,0.0,13.0,30.25
77.0,40.0,0.0,5.0,30.1
84.0,68.0,,9.0,29.96
61.0,70.0,0.0,8.0,30.07
51.0,56.0,0.0,14.0,29.97
79.0,73.0,0.0,7.0,29.72
24.0,55.0,0.0,17.0,29.94
56.0,82.0,0.0,10.0,29.74
39.0,36.0,0.0,22.0,30.13
50.0,76.0,0.0,11.0,30.12
29.0,77.0,0.0,21.0,29.86
89.0,44.0,0.06,0.0,30.06
